Random Walk,Bias Instability
0.000740929356813754,0.00017206096063591956
Tau,AllanDev,AllanDevError,AllanDevN
0.39,0.0011816018048401511,6.393773175586647e-07,3415292.0
0.4,0.0011669200606905744,6.314330543613546e-07,3415290.0
0.41,0.0011532022966141617,6.24010406698832e-07,3415288.0
0.42,0.0011401360341390895,6.169402894525791e-07,3415286.0
0.43,0.0011267441116967313,6.096939497839894e-07,3415284.0
0.44,0.0011133532971398115,6.024482053614579e-07,3415282.0
0.45,0.0011013118155291058,5.959325964026124e-07,3415280.0
0.46,0.0010894050492094838,5.894898796560315e-07,3415278.0
0.47,0.0010787297465917126,5.837135188184363e-07,3415276.0
0.48,0.0010668732274290243,5.77297984064568e-07,3415274.0
0.49,0.0010560338969627422,5.714328587994149e-07,3415272.0
0.5,0.0010452211586245666,5.655821194296639e-07,3415270.0
0.51,0.0010353693289921122,5.602513363924981e-07,3415268.0
0.52,0.001025692955113565,5.550154915716119e-07,3415266.0
0.53,0.001015710616479763,5.496140822191677e-07,3415264.0
0.54,0.0010062780565449501,5.445101621179873e-07,3415262.0
0.55,0.0009970248526401005,5.395032909401187e-07,3415260.0
0.56,0.0009886348308671099,5.349634961973572e-07,3415258.0
0.57,0.0009799997737155168,5.302911068449418e-07,3415256.0
0.58,0.0009714996484948648,5.256917282670784e-07,3415254.0
0.59,0.000962968864750606,5.210757572451199e-07,3415252.0
0.6,0.0009552462332717022,5.1689708600444e-07,3415250.0
0.61,0.000947555758367268,5.127358126936533e-07,3415248.0
0.62,0.0009402426459246848,5.087787331672056e-07,3415246.0
0.63,0.0009323590865965261,5.045129742708018e-07,3415244.0
0.64,0.0009249815340981737,5.005210205639089e-07,3415242.0
0.65,0.000918005920700281,4.967465597019437e-07,3415240.0
0.66,0.0009113271181328675,4.931327054000029e-07,3415238.0
0.67,0.0009048831495404465,4.896459211878218e-07,3415236.0
0.68,0.0008978650113151697,4.858484429938787e-07,3415234.0
0.69,0.0008914968838931697,4.824026934323183e-07,3415232.0
0.7,0.0008850556779224025,4.789173979131595e-07,3415230.0
0.71,0.0008793285261368833,4.7581848629575934e-07,3415228.0
0.73,0.0008671922191277289,4.6925161462095734e-07,3415224.0
0.74,0.0008612400135054419,4.660309171760072e-07,3415222.0
0.75,0.0008556432295346078,4.630025423121915e-07,3415220.0
0.76,0.0008503637692881995,4.601458747811514e-07,3415218.0
0.77,0.0008449924366672898,4.5723949190406414e-07,3415216.0
0.79,0.0008342877109657175,4.5144725077357413e-07,3415212.0
0.8,0.0008294229900353822,4.488149990673822e-07,3415210.0
0.81,0.0008245511642494136,4.4617890125943023e-07,3415208.0
0.83,0.0008146798615368394,4.4083762673116137e-07,3415204.0
0.84,0.0008100212220631839,4.383168831753194e-07,3415202.0
0.85,0.0008053496248798187,4.3578912649419573e-07,3415200.0
0.87,0.0007965528019059521,4.310292602245086e-07,3415196.0
0.88,0.0007919261769086938,4.285258344670504e-07,3415194.0
0.9,0.0007832709423606683,4.2384257591174016e-07,3415190.0
0.91,0.0007793821509017052,4.217384015135136e-07,3415188.0
0.93,0.0007710150383888936,4.172110432357779e-07,3415184.0
0.94,0.0007668863118331727,4.149770315211141e-07,3415182.0
0.96,0.0007593831642636192,4.109171737393943e-07,3415178.0
0.97,0.0007556344103957863,4.0888876897843045e-07,3415176.0
0.99,0.0007480076209523748,4.0476199895538426e-07,3415172.0
1.0,0.0007444617846135475,4.028433934070768e-07,3415170.0
1.02,0.0007375947298461715,3.991277243247723e-07,3415166.0
1.04,0.0007306376708801311,3.9536334773350346e-07,3415162.0
1.05,0.0007272351917133829,3.935223102156817e-07,3415160.0
1.07,0.0007207826467195319,3.900309303529578e-07,3415156.0
1.09,0.0007142959180453553,3.865210488685672e-07,3415152.0
1.11,0.0007083104179522384,3.83282389113285e-07,3415148.0
1.12,0.0007051677596086542,3.8158193910367265e-07,3415146.0
1.14,0.0006990868613887657,3.782916515353716e-07,3415142.0
1.16,0.0006934811385343617,3.752584883602597e-07,3415138.0
1.18,0.0006876542033704409,3.721056185277388e-07,3415134.0
1.2,0.0006822107524573824,3.6916025733536415e-07,3415130.0
1.22,0.0006768605011698556,3.6626532522869116e-07,3415126.0
1.24,0.0006715033299387079,3.6336664518305585e-07,3415122.0
1.26,0.0006665832598338053,3.6070448784108626e-07,3415118.0
1.28,0.0006614775424342965,3.579418690354803e-07,3415114.0
1.3,0.0006566369734302794,3.553227254371896e-07,3415110.0
1.32,0.0006518687334928044,3.527427178651181e-07,3415106.0
1.34,0.000647129682914002,3.501785023834207e-07,3415102.0
1.37,0.0006404116188073778,3.4654348966555766e-07,3415096.0
1.39,0.0006359534545907755,3.4413126185121683e-07,3415092.0
1.41,0.0006317510103978232,3.4185740817194614e-07,3415088.0
1.43,0.0006274063963187155,3.3950661984764024e-07,3415084.0
1.46,0.0006213418186028837,3.362252076991355e-07,3415078.0
1.48,0.0006172432841428266,3.340075731868032e-07,3415074.0
1.51,0.0006114603736055516,3.308785695115014e-07,3415068.0
1.53,0.0006075392098678961,3.2875690901164517e-07,3415064.0
1.56,0.0006020617914213627,3.257932068293288e-07,3415058.0
1.58,0.000598301242632109,3.237584537323334e-07,3415054.0
1.61,0.0005930782375756986,3.2093241353244535e-07,3415048.0
1.63,0.0005894871990323679,3.189893817392679e-07,3415044.0
1.66,0.0005843963475229579,3.162348455633417e-07,3415038.0
1.69,0.0005793675134754925,3.1351386413453514e-07,3415032.0
1.71,0.0005762018103887841,3.118009858856001e-07,3415028.0
1.74,0.0005715117286449531,3.092633063026913e-07,3415022.0
1.77,0.000566915597517418,3.067764619945607e-07,3415016.0
1.8,0.000562580485112866,3.04430859159023e-07,3415010.0
1.83,0.0005582003845006737,3.020609075779789e-07,3415004.0
1.86,0.0005539816731817245,2.9977828505727025e-07,3414998.0
1.89,0.0005498432631330785,2.975391123072187e-07,3414992.0
1.92,0.0005457799481826194,2.953405722009528e-07,3414986.0
1.95,0.0005419073983961225,2.932452580088544e-07,3414980.0
1.98,0.0005380149620722124,2.9113917881744353e-07,3414974.0
2.01,0.0005342506142692376,2.8910240927629317e-07,3414968.0
2.05,0.0005294073271202735,2.864818662711519e-07,3414960.0
2.08,0.0005257584337529859,2.8450756518021617e-07,3414954.0
2.11,0.0005223748807931075,2.8267684637172965e-07,3414948.0
2.15,0.0005179010469789027,2.8025621360357775e-07,3414940.0
2.18,0.000514567594080942,2.7845259840608073e-07,3414934.0
2.22,0.0005102986334952494,2.7614282075465913e-07,3414926.0
2.26,0.0005061304860668718,2.7388759175253273e-07,3414918.0
2.29,0.000503107332975688,2.722518810223669e-07,3414912.0
2.33,0.000499072533595133,2.7006880298799673e-07,3414904.0
2.37,0.0004951666061131283,2.679554578393546e-07,3414896.0
2.41,0.0004913753146180308,2.6590414216245696e-07,3414888.0
2.45,0.00048770781529509834,2.6391981098346904e-07,3414880.0
2.49,0.0004840880360909972,2.619612986084469e-07,3414872.0
2.53,0.0004805354680624241,2.6003915260733717e-07,3414864.0
2.57,0.0004770846998169196,2.5817209056652724e-07,3414856.0
2.61,0.00047371309508375365,2.563478631562025e-07,3414848.0
2.65,0.00047045999162176355,2.545877580157327e-07,3414840.0
2.7,0.00046649469791942757,2.524423230001421e-07,3414830.0
2.74,0.0004634113948665967,2.5077409577891196e-07,3414822.0
2.78,0.00046036912208947966,2.4912806812271134e-07,3414814.0
2.83,0.00045672044761374054,2.471539552229401e-07,3414804.0
2.88,0.00045314954712089944,2.4522192394147623e-07,3414794.0
2.92,0.00045036346514226315,2.437145208736941e-07,3414786.0
2.97,0.0004469847584311814,2.4188648542386393e-07,3414776.0
3.02,0.0004436722661972427,2.400942767392426e-07,3414766.0
3.07,0.000440450266997211,2.3835103339378236e-07,3414756.0
3.12,0.0004373276313294555,2.3666155590740308e-07,3414746.0
3.17,0.0004342754678592448,2.3501020983473893e-07,3414736.0
3.22,0.0004313146361160362,2.3340828359218137e-07,3414726.0
3.27,0.0004284219974615554,2.3184325577732242e-07,3414716.0
3.33,0.0004250308013958849,2.3000849286734897e-07,3414704.0
3.38,0.00042227709002385646,2.2851863664787857e-07,3414694.0
3.43,0.00041956751989373747,2.2705266348815156e-07,3414684.0
3.49,0.00041640057858873214,2.253392412200133e-07,3414672.0
3.55,0.00041329135097945436,2.236570453163403e-07,3414660.0
3.61,0.0004103046582399284,2.2204115467660685e-07,3414648.0
3.66,0.0004078835040607664,2.207312420465865e-07,3414638.0
3.72,0.00040503111290740476,2.1918802016656025e-07,3414626.0
3.78,0.0004022610753729634,2.1768935970781336e-07,3414614.0
3.85,0.0003990575483654606,2.1595616775994282e-07,3414600.0
3.91,0.0003964153770942677,2.1452669284677584e-07,3414588.0
3.97,0.00039384035461413397,2.1313355164573448e-07,3414576.0
4.04,0.0003909019617391405,2.1154382295377606e-07,3414562.0
4.1,0.0003884464226309418,2.1021533195786585e-07,3414550.0
4.17,0.00038566568821590374,2.0871091134753906e-07,3414536.0
4.24,0.0003829108289531159,2.0722048746877187e-07,3414522.0
4.31,0.0003802619505636111,2.057874114422206e-07,3414508.0
4.38,0.00037770179525724594,2.0440234415540308e-07,3414494.0
4.45,0.00037519958847297857,2.0304863148097283e-07,3414480.0
4.52,0.0003727959964630684,2.017482812153069e-07,3414466.0
4.59,0.00037039846712219534,2.0045120659705426e-07,3414452.0
4.67,0.0003678087435125271,1.9905017358782654e-07,3414436.0
4.74,0.0003655820062307289,1.9784551691667857e-07,3414422.0
4.82,0.0003631288713300771,1.965183908429134e-07,3414406.0
4.9,0.00036072272740510843,1.9521668922695825e-07,3414390.0
4.98,0.00035839625720365744,1.939580996076031e-07,3414374.0
5.06,0.0003561300941532503,1.9273214139606405e-07,3414358.0
5.14,0.00035389035089414413,1.915204754597013e-07,3414342.0
5.23,0.00035145022598005374,1.9020041556837355e-07,3414324.0
5.31,0.0003493436530354867,1.8906080792745504e-07,3414308.0
5.4,0.00034698717059076855,1.8778600145387603e-07,3414290.0
5.49,0.00034468295523968777,1.8653947476602335e-07,3414272.0
5.58,0.0003424609274343747,1.8533742082362255e-07,3414254.0
5.67,0.00034029841301557687,1.8416756885210086e-07,3414236.0
5.76,0.0003381944230262186,1.8302938388672473e-07,3414218.0
5.85,0.00033610279945226547,1.8189788559109536e-07,3414200.0
5.95,0.00033381756831806435,1.8066165410553244e-07,3414180.0
6.05,0.000331589970032822,1.794566062975108e-07,3414160.0
6.14,0.00032963194637998045,1.7839739349086142e-07,3414142.0
6.24,0.00032753647877104496,1.7726384191313823e-07,3414122.0
6.35,0.00032531819066089083,1.760638642038654e-07,3414100.0
6.45,0.0003233496828773674,1.7499901032827932e-07,3414080.0
6.55,0.000321455461933013,1.7397435486797328e-07,3414060.0
6.66,0.0003194136187177346,1.7286984941349165e-07,3414038.0
6.77,0.000317451522653079,1.7180849693902371e-07,3414016.0
6.88,0.0003155468194209225,1.707781994028432e-07,3413994.0
6.99,0.0003136717303722562,1.6976392287672759e-07,3413972.0
7.1,0.00031183291547032916,1.6876927200077265e-07,3413950.0
7.22,0.00030989180275839764,1.6771929835359149e-07,3413926.0
7.34,0.00030801428307497536,1.667037351965654e-07,3413902.0
7.46,0.00030617482698222395,1.6570876578130627e-07,3413878.0
7.58,0.0003044008857171771,1.6474924760972548e-07,3413854.0
7.7,0.0003026601068820575,1.6380767108053587e-07,3413830.0
7.83,0.00030083962858331887,1.6282300001573435e-07,3413804.0
7.95,0.0002991858037420476,1.6192847197494425e-07,3413780.0
8.08,0.0002974262871671173,1.609767810152996e-07,3413754.0
8.22,0.00029555529585633804,1.5996479568617587e-07,3413726.0
8.35,0.00029386522374123873,1.5905067562395393e-07,3413700.0
8.49,0.0002920759059286005,1.5808287928138033e-07,3413672.0
8.62,0.00029045508979321205,1.5720622900890554e-07,3413646.0
8.76,0.00028874457001963334,1.5628106636362992e-07,3413618.0
8.91,0.00028694702928483965,1.5530884192346675e-07,3413588.0
9.05,0.0002853258339470357,1.5443201030610235e-07,3413560.0
9.2,0.00028366117754690783,1.535316931709264e-07,3413530.0
9.35,0.00028201808795991895,1.526430412212441e-07,3413500.0
9.5,0.0002804055678894459,1.5177092736937846e-07,3413470.0
9.66,0.00027872689429470364,1.5086304396654772e-07,3413438.0
9.81,0.0002771952186062412,1.5003467220511298e-07,3413408.0
9.97,0.0002756047950580659,1.4917453886522626e-07,3413376.0
10.13,0.00027406688932645677,1.4834282352257543e-07,3413344.0
10.3,0.0002724763783292382,1.474826700697064e-07,3413310.0
10.47,0.00027092210282522896,1.4664212125320444e-07,3413276.0
10.64,0.0002694259148137921,1.4583300526578628e-07,3413242.0
10.81,0.000267976312246312,1.4504909679631827e-07,3413208.0
10.99,0.00026647548684804816,1.4423749696314853e-07,3413172.0
11.16,0.0002650537001484502,1.434686287267195e-07,3413138.0
11.35,0.0002635138726268989,1.4263594280059085e-07,3413100.0
11.53,0.0002620936363035845,1.4186793924967201e-07,3413064.0
11.72,0.00026064747593227994,1.4108593650923727e-07,3413026.0
11.91,0.00025924452020390355,1.4032731144846533e-07,3412988.0
12.1,0.000257888089352198,1.3959386168786661e-07,3412950.0
12.3,0.0002564827781267797,1.388339855328945e-07,3412910.0
12.5,0.0002550850698484255,1.3807821597188056e-07,3412870.0
12.7,0.00025370673624694413,1.3733292518244184e-07,3412830.0
12.91,0.0002522943139158989,1.3656921314458272e-07,3412788.0
13.12,0.00025089194033346956,1.3581093122584266e-07,3412746.0
13.33,0.00024951980881391013,1.35069010486078e-07,3412704.0
13.55,0.00024811927655552977,1.3431174611472277e-07,3412660.0
13.77,0.00024673876340592873,1.3356530878459725e-07,3412616.0
14.0,0.00024536201230850106,1.328209372545655e-07,3412570.0
14.22,0.00024407116620479106,1.3212301993486043e-07,3412526.0
14.45,0.00024276332287691662,1.3141593096726983e-07,3412480.0
14.69,0.00024145770875398366,1.3071007752969353e-07,3412432.0
14.93,0.0002401891805310084,1.3002429029403586e-07,3412384.0
15.17,0.00023896735704139987,1.2936377679067164e-07,3412336.0
15.42,0.00023772471848701836,1.2869202350687873e-07,3412286.0
15.67,0.00023652840480324963,1.2804533848993462e-07,3412236.0
15.92,0.00023538230097445764,1.2742582545370194e-07,3412186.0
16.18,0.0002342163489068612,1.267955954473427e-07,3412134.0
16.45,0.0002330530962099368,1.2616685416536944e-07,3412080.0
16.71,0.0002319611896461346,1.2557669076135927e-07,3412028.0
16.99,0.0002308327131214937,1.249667936135124e-07,3411972.0
17.26,0.00022979194787506064,1.2440433498384052e-07,3411918.0
17.54,0.0002287367057587076,1.2383406623228253e-07,3411862.0
17.83,0.00022768191139451585,1.2326406666487892e-07,3411804.0
18.12,0.00022664152525309753,1.227018579097363e-07,3411746.0
18.41,0.00022562115290432927,1.2215047500062897e-07,3411688.0
18.71,0.0002246000040344251,1.215986979596537e-07,3411628.0
19.02,0.0002235907587568328,1.2105339138226389e-07,3411566.0
19.33,0.0002226581826822856,1.2054958445287099e-07,3411504.0
19.64,0.0002217632996861726,1.200661760091644e-07,3411442.0
19.96,0.00022087169197879887,1.1958456715387787e-07,3411378.0
20.29,0.0002199552488513152,1.1908953764031603e-07,3411312.0
20.62,0.00021906516647460022,1.1860877109983112e-07,3411246.0
20.95,0.0002181912682683353,1.1813675797226719e-07,3411180.0
21.29,0.0002173181313166401,1.1766518239288973e-07,3411112.0
21.64,0.00021644486630732057,1.1719356244494263e-07,3411042.0
21.99,0.0002156185381195217,1.1674734692294121e-07,3410972.0
22.35,0.000214809414221177,1.163104717686498e-07,3410900.0
22.71,0.0002140087228484166,1.158781533196294e-07,3410828.0
23.08,0.00021322475187173325,1.1545491320633736e-07,3410754.0
23.46,0.0002124263142731154,1.150238643144961e-07,3410678.0
23.84,0.00021166394457454763,1.1461233597087315e-07,3410602.0
24.23,0.00021091918298289585,1.1421036654787639e-07,3410524.0
24.62,0.0002102155155542418,1.1383064022827928e-07,3410446.0
25.02,0.0002095217355054614,1.1345629253434042e-07,3410366.0
25.43,0.00020884127133448507,1.1308917988544413e-07,3410284.0
25.84,0.0002081919114660099,1.127389018508844e-07,3410202.0
26.26,0.00020756521779967575,1.124009225915655e-07,3410118.0
26.69,0.0002069508173537293,1.12069625007451e-07,3410032.0
27.12,0.00020635052993949566,1.1174596178149768e-07,3409946.0
27.57,0.0002057541423892433,1.1142446770271446e-07,3409856.0
28.01,0.00020517928895706893,1.1111459434940028e-07,3409768.0
28.47,0.00020459913959089686,1.1080190996616108e-07,3409676.0
28.93,0.00020402651725726683,1.104932935314181e-07,3409584.0
29.4,0.00020346867082275574,1.1019270330281071e-07,3409490.0
29.88,0.00020292263263880004,1.0989853213432828e-07,3409394.0
30.37,0.00020238365470952178,1.0960820859005378e-07,3409296.0
30.86,0.00020185277344247237,1.0932226182708737e-07,3409198.0
31.36,0.00020131987452500798,1.0903524608724687e-07,3409098.0
31.87,0.00020079407233091813,1.0875209750904237e-07,3408996.0
32.39,0.00020028039591763868,1.0847553984795083e-07,3408892.0
32.92,0.00019978222181792662,1.082074019840448e-07,3408786.0
33.45,0.00019929990966024085,1.079478471943248e-07,3408680.0
34.0,0.00019880196066212645,1.0767987794603017e-07,3408570.0
34.55,0.00019831298967607497,1.0741676304216352e-07,3408460.0
35.11,0.00019782398492480154,1.0715365282397438e-07,3408348.0
35.69,0.00019731364523906125,1.068790402025013e-07,3408232.0
36.27,0.0001968222499095845,1.066146800445731e-07,3408116.0
36.86,0.00019633113851070158,1.0635049592778473e-07,3407998.0
37.46,0.00019584821016774962,1.060907665778782e-07,3407878.0
38.06,0.0001953768426411221,1.0583729070710553e-07,3407758.0
38.68,0.00019488378970324206,1.0557212052740479e-07,3407634.0
39.31,0.00019438358787614036,1.0530309888170215e-07,3407508.0
39.95,0.0001938761150241251,1.0503015915535342e-07,3407380.0
40.6,0.00019336306377329402,1.0475421786696748e-07,3407250.0
41.26,0.00019285543642434222,1.0448123520249561e-07,3407118.0
41.93,0.00019236551475968562,1.0421786499625271e-07,3406984.0
42.62,0.0001918764495887717,1.0395500953031712e-07,3406846.0
43.31,0.00019140744990987869,1.0370301478137931e-07,3406708.0
44.01,0.00019094295474468396,1.0345348079438542e-07,3406568.0
44.73,0.00019048190370888287,1.0320586326879063e-07,3406424.0
45.46,0.0001900387736193296,1.0296797558471878e-07,3406278.0
46.2,0.00018959860340396454,1.0273171168377319e-07,3406130.0
46.95,0.00018918947792153412,1.0251228924168088e-07,3405980.0
47.71,0.00018878867280551959,1.0229739571017796e-07,3405828.0
48.49,0.00018838043248963472,1.0207852364326768e-07,3405672.0
49.28,0.00018796126785224236,1.0185375176734871e-07,3405514.0
50.08,0.00018755212016979616,1.0163442754584493e-07,3405354.0
50.89,0.00018713430008217082,1.014104231726779e-07,3405192.0
51.72,0.0001867094301981499,1.0118264716713852e-07,3405026.0
52.56,0.00018627011594647163,1.009470617994473e-07,3404858.0
53.42,0.0001858153472357761,1.0070314844191783e-07,3404686.0
54.29,0.0001853693113463014,1.0046398523172254e-07,3404512.0
55.17,0.00018491393637561464,1.0021977770242935e-07,3404336.0
56.07,0.0001844568150920177,9.997466985903365e-08,3404156.0
56.98,0.00018400077295361683,9.97301633296211e-08,3403974.0
57.91,0.00018353578008087313,9.948085073852844e-08,3403788.0
58.85,0.0001830734845601896,9.923301582322204e-08,3403600.0
59.81,0.00018260517150083997,9.898196362795804e-08,3403408.0
60.78,0.00018214426494384095,9.87349412019614e-08,3403214.0
61.77,0.00018169463153027814,9.849407366758295e-08,3403016.0
62.77,0.00018125119700882468,9.825658150560997e-08,3402816.0
63.79,0.00018080890530742608,9.801975262678356e-08,3402612.0
64.83,0.00018035473754546036,9.777652869312241e-08,3402404.0
65.88,0.00017989592155707366,9.753079860729291e-08,3402194.0
66.96,0.00017943582874229374,9.728444698104246e-08,3401978.0
68.05,0.00017899953805909616,9.705101351523239e-08,3401760.0
69.15,0.0001785729869194743,9.68228744652899e-08,3401540.0
70.28,0.00017816976346483884,9.660745472805148e-08,3401314.0
71.42,0.00017780167335690588,9.641109981516023e-08,3401086.0
72.58,0.00017744765145264192,9.622241702635145e-08,3400854.0
73.76,0.000177113598279017,9.604460653822134e-08,3400618.0
74.96,0.00017678387963885738,9.586919081151472e-08,3400378.0
76.18,0.0001764535920559363,9.569351056462008e-08,3400134.0
77.42,0.00017613158106363048,9.552236270888255e-08,3399886.0
78.68,0.00017582605504202456,9.53601993024138e-08,3399634.0
79.96,0.00017553873123084404,9.520795245278077e-08,3399378.0
81.26,0.00017528518486172295,9.507407096831575e-08,3399118.0
82.58,0.00017505934239215004,9.495526232960405e-08,3398854.0
83.93,0.0001748475429949712,9.484414583125947e-08,3398584.0
85.29,0.00017463952932762557,9.473510214118374e-08,3398312.0
86.68,0.0001744326191727505,9.462673205327173e-08,3398034.0
88.09,0.00017421407766375396,9.451209881934996e-08,3397752.0
89.52,0.00017399590843929024,9.439771377792158e-08,3397466.0
90.98,0.00017379218049204026,9.429123767374502e-08,3397174.0
92.46,0.00017359144250644892,9.418643032438018e-08,3396878.0
93.96,0.0001733898022892576,9.408117986828802e-08,3396578.0
95.49,0.00017319711442124168,9.3980861066967e-08,3396272.0
97.04,0.00017301772556680437,9.388780539633881e-08,3395962.0
98.62,0.0001728469508007514,9.379949893193783e-08,3395646.0
100.23,0.00017268319900682404,9.371507861576267e-08,3395324.0
101.86,0.00017253930579741613,9.364148342229772e-08,3394998.0
103.51,0.00017241899351224733,9.358073509511447e-08,3394668.0
105.2,0.00017231639851925524,9.352970786317533e-08,3394330.0
106.91,0.00017222543005941085,9.3485041821503e-08,3393988.0
108.65,0.0001721464679652614,9.344697158256899e-08,3393640.0
110.41,0.00017208709899126372,9.341958910549825e-08,3393288.0
112.21,0.00017205032647822996,9.34045815575489e-08,3392928.0
114.03,0.00017204473670767704,9.340655747531019e-08,3392564.0
115.89,0.00017206096063591956,9.342048776558557e-08,3392192.0
117.77,0.0001720950394377137,9.344416979828827e-08,3391816.0
119.69,0.00017215009188408924,9.347935389831545e-08,3391432.0
121.64,0.00017221632584550733,9.352069704495954e-08,3391042.0
123.62,0.00017229308004793203,9.356784130469318e-08,3390646.0
125.63,0.00017238756868710232,9.362470590629244e-08,3390244.0
127.67,0.0001724894568466755,9.368567945321977e-08,3389836.0
129.75,0.00017261486588392505,9.375954719322052e-08,3389420.0
131.86,0.0001727719179811989,9.38506961075551e-08,3388998.0
134.0,0.00017296065959532839,9.395915492003824e-08,3388570.0
136.18,0.00017317181629366706,9.407991641717685e-08,3388134.0
138.4,0.0001734078229196489,9.421430630074135e-08,3387690.0
140.65,0.000173658048899049,9.435652380444856e-08,3387240.0
142.94,0.00017392589413983884,9.450844624284702e-08,3386782.0
145.26,0.0001742048979106951,9.466653729632951e-08,3386318.0
147.62,0.0001744920254793086,9.482917742939942e-08,3385846.0
150.02,0.000174793517798414,9.499976013500724e-08,3385366.0
152.46,0.00017511464443836634,9.518115193600239e-08,3384878.0
154.94,0.00017544688300915538,9.53687232732512e-08,3384382.0
157.46,0.00017578248269847145,9.555826272859118e-08,3383878.0
160.03,0.00017612288246549916,9.575058204397487e-08,3383364.0
162.63,0.00017646685782890376,9.594496026634797e-08,3382844.0
165.27,0.00017681261594303026,9.61404519899674e-08,3382316.0
167.96,0.000177177269037108,9.634639206507083e-08,3381778.0
170.69,0.00017755822423858522,9.656134529833142e-08,3381232.0
173.47,0.00017796325071096696,9.67895687421994e-08,3380676.0
176.29,0.000178386354568719,9.702777782687699e-08,3380112.0
179.16,0.00017883032478635658,9.727752182096241e-08,3379538.0
182.07,0.00017928504269979872,9.753327126961896e-08,3378956.0
185.04,0.00017975468986700539,9.779736158241018e-08,3378362.0
188.05,0.00018022903643401857,9.806417219876995e-08,3377760.0
191.1,0.00018071488154572482,9.833740463889724e-08,3377150.0
194.21,0.00018120839589108934,9.861503612418351e-08,3376528.0
197.37,0.00018170888442202904,9.889666182487372e-08,3375896.0
200.58,0.00018222421165294296,9.918656490110492e-08,3375254.0
203.84,0.00018274802548404933,9.948129120397498e-08,3374602.0
207.16,0.00018328216704947925,9.978187541086426e-08,3373938.0
210.53,0.0001838196684405402,1.0008449742017308e-07,3373264.0
213.95,0.00018435727722504043,1.0038738820727872e-07,3372580.0
217.43,0.0001848953204007724,1.0069075719511463e-07,3371884.0
220.97,0.00018544235665877957,1.0099926761954963e-07,3371176.0
224.56,0.00018598568680275185,1.0130597553268626e-07,3370458.0
228.22,0.00018651601833795451,1.0160587994018049e-07,3369726.0
231.93,0.00018703881033295814,1.0190189427388421e-07,3368984.0
235.7,0.00018755507757142013,1.0219460190135372e-07,3368230.0
239.54,0.00018806125908719774,1.0248209326986972e-07,3367462.0
243.43,0.00018855551707007228,1.0276330581247906e-07,3366684.0
247.39,0.00018904701676309283,1.0304329556686187e-07,3365892.0
251.42,0.00018953889730047223,1.0332377517950055e-07,3365086.0
255.5,0.0001900212733130036,1.0359929558778377e-07,3364270.0
259.66,0.0001905079763509778,1.0387749080241382e-07,3363438.0
263.88,0.0001909952241864865,1.0415623937637533e-07,3362594.0
268.18,0.00019148243788915992,1.0443528947490686e-07,3361734.0
272.54,0.00019196567812197917,1.047124321925355e-07,3360862.0
276.97,0.00019244216821189973,1.0498618480043136e-07,3359976.0
281.48,0.0001929293182550249,1.0526607840021325e-07,3359074.0
286.05,0.00019342591967549253,1.0555139520638031e-07,3358160.0
