Random Walk,Bias Instability
0.0009632344285134105,0.000391012174441292
Tau,AllanDev,AllanDevError,AllanDevN
1.18,0.0009168304160216629,4.961181759184309e-07,3415134.0
1.2,0.0009101732022562498,4.925160917713028e-07,3415130.0
1.22,0.0009033793756547036,4.888400789486012e-07,3415126.0
1.24,0.0008968454229444692,4.853046858499658e-07,3415122.0
1.26,0.00089074946470875,4.820062981218555e-07,3415118.0
1.28,0.0008847363682260832,4.787527450759417e-07,3415114.0
1.3,0.0008786022101919514,4.7543367877942115e-07,3415110.0
1.32,0.0008728298972718637,4.7231041217136026e-07,3415106.0
1.34,0.0008672270726533361,4.692788563810327e-07,3415102.0
1.37,0.0008589617798660735,4.648067023494459e-07,3415096.0
1.39,0.000853599255813866,4.6190517072905633e-07,3415092.0
1.41,0.0008484458659755604,4.591168038401081e-07,3415088.0
1.43,0.0008435226129025208,4.5645296693166906e-07,3415084.0
1.46,0.0008360088871420049,4.523874835105766e-07,3415078.0
1.48,0.0008312444534587796,4.498095803672005e-07,3415074.0
1.51,0.0008244228852855594,4.4611863128157714e-07,3415068.0
1.53,0.0008197963966395445,4.436153667130466e-07,3415064.0
1.56,0.0008131583027479788,4.400236900712882e-07,3415058.0
1.58,0.0008089329828977276,4.3773750253948915e-07,3415054.0
1.61,0.00080264320885448,4.343343017879936e-07,3415048.0
1.63,0.0007985461323442211,4.3211750393375374e-07,3415044.0
1.66,0.0007926937649284037,4.289509874483084e-07,3415038.0
1.69,0.0007868124316154663,4.257687910478416e-07,3415032.0
1.71,0.0007830221300537106,4.237179885919739e-07,3415028.0
1.74,0.0007775824140606949,4.207747562161293e-07,3415022.0
1.77,0.0007721292424888466,4.1782423741832383e-07,3415016.0
1.8,0.0007669547155144685,4.150244972206804e-07,3415010.0
1.83,0.0007619140801350452,4.1229720532690705e-07,3415004.0
1.86,0.0007569126183807005,4.095911068197769e-07,3414998.0
1.89,0.0007522038159914152,4.0704337161264704e-07,3414992.0
1.92,0.0007475007570785818,4.0449873992505943e-07,3414986.0
1.95,0.0007429261634176505,4.020236208579803e-07,3414980.0
1.98,0.000738534582500539,3.996475321974985e-07,3414974.0
2.01,0.0007341454768638597,3.9727277882674405e-07,3414968.0
2.05,0.0007285637939458189,3.9425278928897596e-07,3414960.0
2.08,0.00072438043959865,3.9198936603499827e-07,3414954.0
2.11,0.0007203805620658287,3.898252250626776e-07,3414948.0
2.15,0.0007151664416832727,3.8700412021113877e-07,3414940.0
2.18,0.0007113470924264048,3.849376613164359e-07,3414934.0
2.22,0.000706446870745818,3.8228640798989787e-07,3414926.0
2.26,0.0007016381178544335,3.796846458988846e-07,3414918.0
2.29,0.0006981715844118982,3.7780909693417413e-07,3414912.0
2.33,0.000693583661557949,3.753268245391853e-07,3414904.0
2.37,0.0006891977400726647,3.7295385775838796e-07,3414896.0
2.41,0.0006849012064379563,3.706292569977504e-07,3414888.0
2.45,0.0006807974704485982,3.6840898194362743e-07,3414880.0
2.49,0.0006766981878852329,3.6619111163300067e-07,3414872.0
2.53,0.0006727792654536096,3.6407083703052815e-07,3414864.0
2.57,0.00066892884688471,3.6198762799719807e-07,3414856.0
2.61,0.0006651942921302749,3.599671133033595e-07,3414848.0
2.65,0.0006615654514393926,3.580038006675627e-07,3414840.0
2.7,0.0006571260217264445,3.5560193967545846e-07,3414830.0
2.74,0.0006536793736697759,3.537372099116235e-07,3414822.0
2.78,0.0006502544915531527,3.518842543859108e-07,3414814.0
2.83,0.0006461126643328836,3.4964342267538926e-07,3414804.0
2.88,0.0006420208564643742,3.4742965238083786e-07,3414794.0
2.92,0.0006388932343726246,3.4573754435294445e-07,3414786.0
2.97,0.0006350338852991639,3.436495579383952e-07,3414776.0
3.02,0.0006312364011447774,3.4159504375457317e-07,3414766.0
3.07,0.0006275946341467783,3.3962479037894325e-07,3414756.0
3.12,0.0006240375670787067,3.377003669321317e-07,3414746.0
3.17,0.0006205793341238242,3.358294223951241e-07,3414736.0
3.22,0.0006172247422420064,3.340145583155576e-07,3414726.0
3.27,0.0006139587171490955,3.32247617396181e-07,3414716.0
3.33,0.0006101510806289209,3.301876711427465e-07,3414704.0
3.38,0.0006070974115737717,3.2853563710372406e-07,3414694.0
3.43,0.0006040889367219506,3.269080554690754e-07,3414684.0
3.49,0.0006005822339399198,3.2501094341636016e-07,3414672.0
3.55,0.0005972003056187082,3.2318134773484685e-07,3414660.0
3.61,0.0005939355008442829,3.214151283989975e-07,3414648.0
3.66,0.0005912980746060164,3.199883229602162e-07,3414638.0
3.72,0.0005882436440499869,3.1833593915624895e-07,3414626.0
3.78,0.0005853193158310563,3.167539562950266e-07,3414614.0
3.85,0.0005820497888196275,3.149852505079194e-07,3414600.0
3.91,0.0005793634927255524,3.13532070732498e-07,3414588.0
3.97,0.0005767605139490366,3.121239744652764e-07,3414576.0
4.04,0.0005738275835860252,3.1053740484710556e-07,3414562.0
4.1,0.0005714081214212784,3.09228611540382e-07,3414550.0
4.17,0.0005686696145866558,3.077472462356852e-07,3414536.0
4.24,0.000566001888796793,3.0630417955371497e-07,3414522.0
4.31,0.0005633971768377319,3.048952083253387e-07,3414508.0
4.38,0.0005608572068842108,3.0352126800325356e-07,3414494.0
4.45,0.00055837335340756,3.0217769088254725e-07,3414480.0
4.52,0.0005559541932268682,3.008691187193982e-07,3414466.0
4.59,0.0005536076083669365,2.995998173012206e-07,3414452.0
4.67,0.0005510025603918044,2.981907233795547e-07,3414436.0
4.74,0.0005488054172447536,2.970022857003928e-07,3414422.0
4.82,0.0005463721539176133,2.956861460670439e-07,3414406.0
4.9,0.0005440064500574573,2.944065622431959e-07,3414390.0
4.98,0.0005416994012982736,2.9315871559084265e-07,3414374.0
5.06,0.000539468672913002,2.9195216650765256e-07,3414358.0
5.14,0.0005372926935079631,2.907752411493381e-07,3414342.0
5.23,0.0005349052413554345,2.894839487207469e-07,3414324.0
5.31,0.0005328371596997582,2.883654047562545e-07,3414308.0
5.4,0.0005306125831159964,2.8716224618569904e-07,3414290.0
5.49,0.0005284667047395171,2.860016720724979e-07,3414272.0
5.58,0.0005263934163244761,2.8488037701413146e-07,3414254.0
5.67,0.0005243597973035135,2.8378054489706965e-07,3414236.0
5.76,0.0005224234074023469,2.827333269698598e-07,3414218.0
5.85,0.0005205436763276712,2.8171676712043134e-07,3414200.0
5.95,0.0005185652304165025,2.806468597824011e-07,3414180.0
6.05,0.00051664420073433,2.796080198622881e-07,3414160.0
6.14,0.0005149655654381607,2.7870027653756244e-07,3414142.0
6.24,0.0005131604273111813,2.777241460379564e-07,3414122.0
6.35,0.0005112398340246531,2.7668560596154864e-07,3414100.0
6.45,0.0005095560149811639,2.7577512226088857e-07,3414080.0
6.55,0.0005079212911507246,2.748912039642663e-07,3414060.0
6.66,0.0005062007970873883,2.7396094104182815e-07,3414038.0
6.77,0.0005045453337584481,2.7306586752576175e-07,3414016.0
6.88,0.0005029588329066731,2.7220811166845765e-07,3413994.0
6.99,0.0005014070838237398,2.713691584736673e-07,3413972.0
7.1,0.0004998893874063029,2.705486297565061e-07,3413950.0
7.22,0.0004982842119767967,2.69680829468652e-07,3413926.0
7.34,0.0004967256955979661,2.6883827593195357e-07,3413902.0
7.46,0.0004952088923743101,2.680182925817052e-07,3413878.0
7.58,0.0004937324069424274,2.672201244508851e-07,3413854.0
7.7,0.0004922789154079783,2.664343956187691e-07,3413830.0
7.83,0.0004907495961598001,2.656076989575149e-07,3413804.0
7.95,0.0004893580495421222,2.6485548518643956e-07,3413780.0
8.08,0.0004878860825776718,2.64059817387255e-07,3413754.0
8.22,0.00048629997333390955,2.632024428835266e-07,3413726.0
8.35,0.0004848684045102427,2.624286274648444e-07,3413700.0
8.49,0.00048335555352967884,2.6161088972979466e-07,3413672.0
8.62,0.0004819816876087883,2.608682933195296e-07,3413646.0
8.76,0.00048055912902627044,2.60099412882106e-07,3413618.0
8.91,0.00047907558123585527,2.592975919666837e-07,3413588.0
9.05,0.0004777292290508131,2.5856994511754057e-07,3413560.0
9.2,0.0004763241637356332,2.5781058934109516e-07,3413530.0
9.35,0.00047496545058349493,2.570763151276562e-07,3413500.0
9.5,0.0004736427881301395,2.563615470883629e-07,3413470.0
9.66,0.0004722517661584724,2.5560984755893806e-07,3413438.0
9.81,0.00047096570612369863,2.549148780177687e-07,3413408.0
9.97,0.00046961966662302805,2.5418751221571404e-07,3413376.0
10.13,0.00046828846624642675,2.534681714992022e-07,3413344.0
10.3,0.00046689156755817866,2.527133377165929e-07,3413310.0
10.47,0.00046552656300210345,2.5197575977173053e-07,3413276.0
10.64,0.00046418700748409117,2.5125194936620014e-07,3413242.0
10.81,0.00046285621985883967,2.505328776051428e-07,3413208.0
10.99,0.0004614618126366758,2.4977943594768997e-07,3413172.0
11.16,0.0004601522086452269,2.490718157978072e-07,3413138.0
11.35,0.00045872812307728034,2.4830236705190563e-07,3413100.0
11.53,0.0004573940115581872,2.4758153902576544e-07,3413064.0
11.72,0.00045601997810419193,2.4683916637837597e-07,3413026.0
11.91,0.00045466306415802135,2.461060521473485e-07,3412988.0
12.1,0.0004533479888848599,2.453955768792323e-07,3412950.0
12.3,0.0004519853269854906,2.446594067877975e-07,3412910.0
12.5,0.0004506561396379236,2.4394134793915796e-07,3412870.0
12.7,0.00044935914389858226,2.4324070618686e-07,3412830.0
12.91,0.0004479966499168237,2.42504672503022e-07,3412788.0
13.12,0.00044665530225297765,2.4178007653538337e-07,3412746.0
13.33,0.0004453185224130469,2.410579442945591e-07,3412704.0
13.55,0.00044392929413005015,2.4030748224731005e-07,3412660.0
13.77,0.0004425736292430551,2.3957517916436205e-07,3412616.0
14.0,0.000441191663570047,2.388286993285483e-07,3412570.0
14.22,0.00043989526354769033,2.3812845891921373e-07,3412526.0
14.45,0.0004385765628442157,2.374162069606368e-07,3412480.0
14.69,0.00043724187064465646,2.366953579826362e-07,3412432.0
14.93,0.00043593839847577085,2.3599139956436546e-07,3412384.0
15.17,0.00043465728900106805,2.352995371875467e-07,3412336.0
15.42,0.0004333425498643556,2.3458952846218127e-07,3412286.0
15.67,0.00043206615029555675,2.3390026458199597e-07,3412236.0
15.92,0.00043082507231654985,2.3323011219966127e-07,3412186.0
16.18,0.00042958002324781106,2.3255786837344e-07,3412134.0
16.45,0.00042833546531853843,2.3188594816186568e-07,3412080.0
16.71,0.0004271667428249997,2.3125500455099928e-07,3412028.0
16.99,0.00042595254462797884,2.3059956716645556e-07,3411972.0
17.26,0.00042481751543678486,2.299869120137101e-07,3411918.0
17.54,0.0004236702157786723,2.293676713903811e-07,3411862.0
17.83,0.00042251812287080455,2.287458926608468e-07,3411804.0
18.12,0.0004213748633348209,2.281288856925265e-07,3411746.0
18.41,0.0004202579585575459,2.2752613662233375e-07,3411688.0
18.71,0.0004191179537934276,2.2691093747702545e-07,3411628.0
19.02,0.00041795163561322846,2.2628154761874456e-07,3411566.0
19.33,0.00041682171076666563,2.2567185009120244e-07,3411504.0
19.64,0.00041573344342907953,2.250846955392962e-07,3411442.0
19.96,0.00041465926834354725,2.245052259841725e-07,3411378.0
20.29,0.00041361820916303746,2.2394374103860866e-07,3411312.0
20.62,0.0004126065291882206,2.2339815207661373e-07,3411246.0
20.95,0.00041162380617658546,2.228682309417776e-07,3411180.0
21.29,0.0004106547925100843,2.223457875717225e-07,3411112.0
21.64,0.0004097065742718188,2.2183465847535312e-07,3411042.0
21.99,0.0004088118473909717,2.2135248197956823e-07,3410972.0
22.35,0.0004079427441342695,2.2088423450566264e-07,3410900.0
22.71,0.0004071088758238061,2.204350556491441e-07,3410828.0
23.08,0.00040628992308373076,2.1999400817433958e-07,3410754.0
23.46,0.0004054643298526197,2.1954941985847145e-07,3410678.0
23.84,0.0004046680490442384,2.1912069382889677e-07,3410602.0
24.23,0.0004038886274119275,2.187011514499163e-07,3410524.0
24.62,0.0004031451101800046,2.1830104155584592e-07,3410446.0
25.02,0.0004024046659419184,2.179026504632011e-07,3410366.0
25.43,0.0004016848004218013,2.1751545737046457e-07,3410284.0
25.84,0.00040100166658407755,2.1714814573112885e-07,3410202.0
26.26,0.000400329625563059,2.167868958538683e-07,3410118.0
26.69,0.0003996837965300858,2.1643989509894e-07,3410032.0
27.12,0.0003990852932499914,2.1611851416203022e-07,3409946.0
27.57,0.00039848336007906437,2.157953942973451e-07,3409856.0
28.01,0.00039793215736915453,2.154996757684785e-07,3409768.0
28.47,0.0003974005676734658,2.1521469742200124e-07,3409676.0
28.93,0.000396893973803692,2.1494324824966028e-07,3409584.0
29.4,0.00039638387441126436,2.1466995626598484e-07,3409490.0
29.88,0.00039587748315089103,2.1439872791693972e-07,3409394.0
30.37,0.00039541154091219164,2.1414946141487483e-07,3409296.0
30.86,0.0003949812112478986,2.1391947535033082e-07,3409198.0
31.36,0.0003945563516046326,2.1369250797517957e-07,3409098.0
31.87,0.0003941473255922778,2.1347417226090816e-07,3408996.0
32.39,0.00039376406206286034,2.1326984605400907e-07,3408892.0
32.92,0.0003934083002720551,2.130804718459601e-07,3408786.0
33.45,0.00039307752378999036,2.1290462472332145e-07,3408680.0
34.0,0.0003927641660758511,2.127383317738029e-07,3408570.0
34.55,0.00039247304446698,2.1258407775913923e-07,3408460.0
35.11,0.000392190523099164,2.1243453956806845e-07,3408348.0
35.69,0.0003919302348036972,2.122971640983476e-07,3408232.0
36.27,0.00039171993809412816,2.121868634576144e-07,3408116.0
36.86,0.0003915422842943743,2.120943036712164e-07,3407998.0
37.46,0.0003913849440479836,2.1201280678299526e-07,3407878.0
38.06,0.00039125483807875104,2.119460601293728e-07,3407758.0
38.68,0.00039115355157830033,2.1189504758106515e-07,3407634.0
39.31,0.00039108243653201063,2.1186044014820983e-07,3407508.0
39.95,0.0003910372324261002,2.1183993062926587e-07,3407380.0
40.6,0.0003910041644978814,2.1182605734218657e-07,3407250.0
41.26,0.000391012174441292,2.1183450009129925e-07,3407118.0
41.93,0.00039104934064392754,2.1185880141258788e-07,3406984.0
42.62,0.0003911161962087691,2.1189931328979126e-07,3406846.0
43.31,0.000391199340105476,2.119486517819714e-07,3406708.0
44.01,0.00039129276700349046,2.1200362595365434e-07,3406568.0
44.73,0.00039139844039062376,2.120653623050118e-07,3406424.0
45.46,0.00039152498259712343,2.1213847090816784e-07,3406278.0
46.2,0.00039166159372589393,2.1221710076907825e-07,3406130.0
46.95,0.00039181192850023025,2.1230323263228705e-07,3405980.0
47.71,0.0003919633117537764,2.1238999888332074e-07,3405828.0
48.49,0.0003921197199612593,2.124796167842927e-07,3405672.0
49.28,0.0003922933318343004,2.125786237622482e-07,3405514.0
50.08,0.0003924843949654061,2.1268715473263054e-07,3405354.0
50.89,0.00039268185605577106,2.1279922054568536e-07,3405192.0
51.72,0.0003929154250998021,2.1293098469749099e-07,3405026.0
52.56,0.00039317888763696165,2.1307901842897919e-07,3404858.0
53.42,0.00039348344212142554,2.1324945474558446e-07,3404686.0
54.29,0.000393811164760807,2.13432518863412e-07,3404512.0
55.17,0.0003941519805467704,2.1362275145735772e-07,3404336.0
56.07,0.0003944988820802637,2.1381641809253466e-07,3404156.0
56.98,0.0003948440232049016,2.1400920383022502e-07,3403974.0
57.91,0.00039518307855647915,2.141988272529004e-07,3403788.0
58.85,0.00039553508255403774,2.143955428609318e-07,3403600.0
59.81,0.00039588967010855243,2.1459379603161344e-07,3403408.0
60.78,0.00039623869749610334,2.147891096723901e-07,3403214.0
61.77,0.00039660252691505675,2.1499258494168316e-07,3403016.0
62.77,0.00039698367441172455,2.1520552363211718e-07,3402816.0
63.79,0.0003973822308834295,2.1542803936147366e-07,3402612.0
64.83,0.00039779518141091087,2.156584989036168e-07,3402404.0
65.88,0.00039822204612080807,2.158965797836091e-07,3402194.0
66.96,0.00039866751124892103,2.161449507214176e-07,3401978.0
68.05,0.00039913484202445124,2.1640525650365893e-07,3401760.0
69.15,0.00039962435514977743,2.1667767023120606e-07,3401540.0
70.28,0.0004001483114302307,2.1696896897228657e-07,3401314.0
71.42,0.0004006951503195202,2.1727275904406121e-07,3401086.0
72.58,0.0004012593329118092,2.1758610244250065e-07,3400854.0
73.76,0.00040185040998082775,2.1791417987584317e-07,3400618.0
74.96,0.0004024717099210605,2.1825879844633634e-07,3400378.0
76.18,0.0004031054668028596,2.1861032578995218e-07,3400134.0
77.42,0.0004037501493005668,2.1896793279406938e-07,3399886.0
78.68,0.0004044116832264091,2.1933483466644098e-07,3399634.0
79.96,0.00040509876438549013,2.1971574949789237e-07,3399378.0
81.26,0.00040581455193742876,2.2011239307709236e-07,3399118.0
82.58,0.0004065521987826718,2.2052105393843304e-07,3398854.0
83.93,0.0004073182788876138,2.20945365206908e-07,3398584.0
85.29,0.00040807539708196706,2.2136491419041478e-07,3398312.0
86.68,0.0004088425937454061,2.2179016031397664e-07,3398034.0
88.09,0.0004096311144982847,2.2222714083798288e-07,3397752.0
89.52,0.0004104382149378104,2.2267436909724226e-07,3397466.0
90.98,0.00041127678087064763,2.231389040920809e-07,3397174.0
92.46,0.0004121300430202567,2.23611584885984e-07,3396878.0
93.96,0.0004130083270017093,2.240980160697483e-07,3396578.0
95.49,0.00041391783982489786,2.2460163454635426e-07,3396272.0
97.04,0.00041483880631882795,2.2511164674554207e-07,3395962.0
98.62,0.000415766208181867,2.2562539761112953e-07,3395646.0
100.23,0.0004167026687304494,2.2614431273032505e-07,3395324.0
101.86,0.0004176496911561507,2.2666914330028633e-07,3394998.0
103.51,0.00041859398850474126,2.2719267960398506e-07,3394668.0
105.2,0.000419544209259475,2.2771975078936435e-07,3394330.0
106.91,0.00042048200721263535,2.282402663526681e-07,3393988.0
108.65,0.00042141571896491475,2.287588190453552e-07,3393640.0
110.41,0.0004223585912200595,2.2928253354400575e-07,3393288.0
112.21,0.0004233220139088879,2.2981773055956222e-07,3392928.0
114.03,0.00042429077461041245,2.3035601892448317e-07,3392564.0
115.89,0.00042529262821765055,2.3091260576692652e-07,3392192.0
117.77,0.000426309744787889,2.314776783153144e-07,3391816.0
119.69,0.0004273580297104804,2.3206001265158234e-07,3391432.0
121.64,0.0004284247432404678,2.326526269936771e-07,3391042.0
123.62,0.00042951394287211173,2.3325772824788025e-07,3390646.0
125.63,0.00043062784469297116,2.3387652382069045e-07,3390244.0
127.67,0.00043177403659945063,2.3451313911339826e-07,3389836.0
129.75,0.00043294865371195555,2.351655491668036e-07,3389420.0
131.86,0.00043414734140944554,2.35831324214128e-07,3388998.0
134.0,0.00043537250759831603,2.365117766379089e-07,3388570.0
136.18,0.0004366274196642739,2.3720875617428466e-07,3388134.0
138.4,0.0004379106060980676,2.3792146905842816e-07,3387690.0
140.65,0.00043920819406206423,2.3864231275693537e-07,3387240.0
142.94,0.000440540661446301,2.3938248888121876e-07,3386782.0
145.26,0.0004419013260628862,2.401383018890503e-07,3386318.0
147.62,0.0004432934266584096,2.409115883342278e-07,3385846.0
150.02,0.0004447117748074493,2.4169953478849413e-07,3385366.0
152.46,0.0004461638516266908,2.425062134936329e-07,3384878.0
154.94,0.000447640145901045,2.433264613666964e-07,3384382.0
157.46,0.0004491370384437675,2.441583169261046e-07,3383878.0
160.03,0.0004506642216177307,2.4500712753634126e-07,3383364.0
162.63,0.0004522094378129752,2.458660910996682e-07,3382844.0
165.27,0.00045377408839172357,2.4673604723642686e-07,3382316.0
167.96,0.0004553709451095632,2.476240200055177e-07,3381778.0
170.69,0.00045700661726809995,2.4853353857803263e-07,3381232.0
173.47,0.00045869271592425566,2.494710002325269e-07,3380676.0
176.29,0.0004604063779759089,2.504239063594674e-07,3380112.0
179.16,0.0004621480314013935,2.5139257149408103e-07,3379538.0
182.07,0.00046390642427153575,2.52370808188147e-07,3378956.0
185.04,0.0004657029705247734,2.533704229475775e-07,3378362.0
188.05,0.0004675145190634892,2.543786795400828e-07,3377760.0
191.1,0.00046933821804547135,2.5539403211106696e-07,3377150.0
194.21,0.0004711929341723142,2.564269055876992e-07,3376528.0
197.37,0.00047306355761803277,2.5746901054525686e-07,3375896.0
200.58,0.0004749437087189782,2.5851688182329197e-07,3375254.0
203.84,0.00047682046847203295,2.595634932330489e-07,3374602.0
207.16,0.00047870027477738756,2.6061243134521027e-07,3373938.0
210.53,0.0004805762325459664,2.616598708641536e-07,3373264.0
213.95,0.00048243966544787446,2.6270109165686513e-07,3372580.0
217.43,0.00048429491514253903,2.637385392217981e-07,3371884.0
220.97,0.00048613788607556734,2.647699875066476e-07,3371176.0
224.56,0.0004879692698958018,2.657957381913727e-07,3370458.0
228.22,0.0004898023710205945,2.668232002152231e-07,3369726.0
231.93,0.0004916111136018516,2.678380151848887e-07,3368984.0
235.7,0.0004933977707791377,2.688415020093959e-07,3368230.0
239.54,0.0004951619102082895,2.69833506975107e-07,3367462.0
243.43,0.0004969035716911705,2.708138933852374e-07,3366684.0
247.39,0.0004986310356492148,2.717873366370063e-07,3365892.0
251.42,0.0005003535931084981,2.7275890543270007e-07,3365086.0
255.5,0.0005020646176506385,2.7372482996932284e-07,3364270.0
259.66,0.0005037791877945579,2.746935794969831e-07,3363438.0
263.88,0.000505533117557426,2.7568452891568174e-07,3362594.0
268.18,0.0005073408584938515,2.7670573867418184e-07,3361734.0
272.54,0.0005091832459088649,2.77746608833522e-07,3360862.0
276.97,0.0005110645679615404,2.788095752376019e-07,3359976.0
281.48,0.0005129879759521505,2.798964562947619e-07,3359074.0
286.05,0.0005149228622672984,2.8099039997927697e-07,3358160.0
290.71,0.0005168835962133381,2.820995097163287e-07,3357228.0
